"Article"	"Len"	"BadFreqs"	"Len1"	"Len2"	"Len3"	"Len4"	"Class" 
" '''Простехеа''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Америка|Америкалэн сяськаё будос . Дуннеын тодмо ог 112 пӧртэм. Видъёс * '' Prosthechea abbreviata '' (Schltr.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea aemula '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea alagoensis '' (Pabst) W.E.Higgins (1997 publ. 1998). * '' Prosthechea allemanii '' (Barb.Rodr.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea allemanoides '' (Hoehne) W.E.Higgins (1997 publ. 1998). * '' Prosthechea aloisii '' (Schltr.) Dodson &amp; Hágsater (1999). * '' Prosthechea apuahuensis '' (Mansf.) Van den Berg (2001). * '' Prosthechea arminii '' (Rchb.f.) Withner &amp; P.A.Harding (2004). * '' Prosthechea baculus '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea barbozae '' Pupulin (2004). * '' Prosthechea bennettii '' (Christenson) W.E.Higgins (1997 publ. 1998). * '' Prosthechea bicamerata '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea boothiana '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea brachiata '' (A.Rich. &amp; Galeotti) W.E.Higgins (1997 publ. 1998). * '' Prosthechea brachychila '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea brassavolae '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea bulbosa '' (Vell.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea caetensis '' (Bicalho) W.E.Higgins (1997 publ. 1998). * '' Prosthechea calamaria '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea campos-portoi '' (Pabst) W.E.Higgins (1997 publ. 1998). * '' Prosthechea campylostalix '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea carrii '' V.P.Castro &amp; Campacci (2001). * '' Prosthechea chacaoensis '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea chondylobulbon '' (A.Rich. &amp; Galeotti) W.E.Higgins (1997 publ. 1998). * '' Prosthechea christyana '' (Rchb.f.) Garay &amp; Withner (2001). * '' Prosthechea cochleata '' (L.) W.E.Higgins (1997 publ. 1998). ** ''Prosthechea cochleata'' var. cochleata. ** ''Prosthechea cochleata'' var. ''triandra'' (Ames) Hágsater (2002). * '' Prosthechea concolor '' (Lex.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea cretacea '' (Dressler &amp; G.E.Pollard) W.E.Higgins (1997 publ. 1998). * '' Prosthechea elisae '' Chiron &amp; V.P.Castro (2003). * '' Prosthechea faresiana '' (Bicalho) W.E.Higgins (1997 publ. 1998). * '' Prosthechea farfanii '' Christenson (2002). * '' Prosthechea fausta '' (Rchb.f. ex Cogn. ) W.E.Higgins (1997 publ. 1998). * '' Prosthechea favoris '' (Rchb.f.) Salazar &amp; Soto Arenas (2001). * '' Prosthechea fortunae '' (Dressler) W.E.Higgins (1997 publ. 1998). * '' Prosthechea fragrans '' (Sw.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea garciana '' (Garay &amp; Dunst.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea ghiesbreghtiana '' (A.Rich. &amp; Galeotti) W.E.Higgins (1997 publ. 1998). * '' Prosthechea gilbertoi '' (Garay) W.E.Higgins (1997 publ. 1998). * '' Prosthechea glauca '' Knowles &amp; Westc. (1838). * '' Prosthechea glumacea '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea grammatoglossa '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea greenwoodiana '' (Aguirre-Olav.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea hajekii '' D.E.Benn. &amp; Christenson (2001). * '' Prosthechea hartwegii '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea hastata '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea ionocentra '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea ionophlebia '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea jauana '' (Carnevali &amp; I.Ramírez) W.E.Higgins (1997 publ. 1998). * '' Prosthechea joaquingarciana '' Pupulin (2001). * '' Prosthechea kautzkii '' (Pabst) W.E.Higgins (1997 publ. 1998). * '' Prosthechea lambda '' (Linden ex Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea latro '' (Rchb.f. ex Cogn.) V.P.Castro &amp; Chiron (2003). * '' Prosthechea leopardina '' (Rchb.f.) Dodson &amp; Hágsater (1999). * '' Prosthechea lindenii '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea linkiana '' (Klotzsch) W.E.Higgins (1997 publ. 1998). * '' Prosthechea livida '' (Lindl.) W.E.Higgins (1997 publ. 1998)
* '' Prosthechea longipes '' (Rchb.f.) Chiron (2005)
* '' Prosthechea maculosa '' (Ames, F.T.Hubb. &amp; C.Schweinf.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea magnispatha '' (Ames, F.T.Hubb. &amp; C.Schweinf.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea megahybos '' (Schltr.) Dodson &amp; Hágsater (1999). * '' Prosthechea michuacana '' (Lex.) W.E.Higgins (1997 publ. 1998)
* '' Prosthechea micropus '' (Rchb.f.) W.E.Higgins (2005)
* '' Prosthechea moojenii '' (Pabst) W.E.Higgins (1997 publ. 1998). * '' Prosthechea mulasii '' Soto Arenas &amp; L.Cerv. (2002 publ. 2003). * '' Prosthechea neglecta '' Pupulin (2001). * '' Prosthechea neurosa '' (Ames) W.E.Higgins (1997 publ. 1998). * '' Prosthechea obpiribulbon '' (Hágsater) W.E.Higgins (1997 publ. 1998). * '' Prosthechea ochracea '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea ochrantha '' (A.Rich.) (ined.)
* '' Prosthechea ortizii '' (Dressler) W.E.Higgins (1997 publ. 1998). * '' Prosthechea pamplonensis '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea panthera '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea papilio '' (Vell.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea pastoris '' (Lex.) Espejo &amp; López-Ferr. (2000). * '' Prosthechea pringlei '' (Rolfe) W.E.Higgins (1997 publ. 1998). * '' Prosthechea prismatocarpa '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea pterocarpa '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea pulcherrima '' (Klotzsch) W.E.Higgins (1997 publ. 1998). * '' Prosthechea pulchra '' Dodson &amp; W.E.Higgins (2001). * '' Prosthechea punctifera '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea pygmaea '' (Hook.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea racemifera '' (Dressler) W.E.Higgins (1997 publ. 1998). * '' Prosthechea radiata '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea regnelliana '' (Hoehne &amp; Schltr.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea rhombilabia '' (S.Rosillo) W.E.Higgins (1997 publ. 1998). * '' Prosthechea rhynchophora '' (A.Rich. &amp; Galeotti) W.E.Higgins (1997 publ. 1998). * '' Prosthechea sceptra '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea semiaptera '' (Hágsater) W.E.Higgins (1997 publ. 1998). * '' Prosthechea serrulata '' (Sw.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea sessiliflora '' (Edwall) W.E.Higgins (1997 publ. 1998). * '' Prosthechea silvana '' Cath. &amp; V.P.Castro (2003). * '' Prosthechea sima '' (Dressler) W.E.Higgins (1997 publ. 1998). * '' Prosthechea spondiada '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea suzanensis '' (Hoehne) W.E.Higgins (1997 publ. 1998). * '' Prosthechea tardiflora '' Mora-Ret. ex Pupulin (2001). * '' Prosthechea tigrina '' (Linden ex Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea tripunctata '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea trulla '' (Rchb.f.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea vagans '' (Ames) W.E.Higgins (1997 publ. 1998). * '' Prosthechea varicosa '' (Bateman ex Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea vasquezii '' Christenson (2003). * '' Prosthechea venezuelana '' (Schltr.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea vespa '' (Vell.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea vinacea '' Christenson (2003). * '' Prosthechea vitellina '' (Lindl.) W.E.Higgins (1997 publ. 1998). * '' Prosthechea widgrenii '' (Lindl.) W.E.Higgins (1997 publ. 1998). "	880	5	0	1	0	0	"bad"
"#перенаправление Простехеа "	2	0	0	0	0	0	"bad"
"'''Псевдерия''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Азия|Азилэн но Океания|Океанилэн сяськаё будос . Дуннеын тодмо ог 19 пӧртэм. Видъёс * '' Pseuderia foliosa ''
* '' Pseuderia similis ''
* '' Pseuderia frutex ''
* '' Pseuderia pauciflora ''
* '' Pseuderia floribunda ''
* '' Pseuderia wariana ''
* '' Pseuderia trachychila '' "	39	5	0	2	0	0	"bad"
"#перенаправление Псевдерия "	2	0	0	0	0	0	"bad"
" '''Псевдолелия''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Бразилия|Бразилилэн сяськаё будос . Дуннеын тодмо ог 11 пӧртэм. Видъёс # '' Pseudolaelia brejetubensis '' M.Frey (2003) # '' Pseudolaelia canaanensis '' ( Ruschi ) F.Barros (1994) # '' Pseudolaelia cipoensis '' Pabst (1973) # '' Pseudolaelia citrina '' Pabst (1976) # '' Pseudolaelia dutraei '' Ruschi (1949) # '' Pseudolaelia freyi '' Chiron &amp; V.P.Castro (2004) # '' Pseudolaelia geraensis '' Pabst (1967) # '' Pseudolaelia irwiniana '' Pabst (1973) # '' Pseudolaelia maquijiensis '' M.Frey (2005) # '' Pseudolaelia pavopolitana '' M.Frey (2005) # '' Pseudolaelia vellozicola '' ( Hoehne ) Porto &amp; Brade (1935) Гибридъёс * '' Pseudolaelia × perimii '' M. Frey (2005) = ('' Pseudolaelia brejetubensis '' × '' Pseudolaelia freyi '') "	93	5	0	1	0	0	"bad"
"#перенаправление Псевдолелия "	2	0	0	0	0	0	"bad"
" '''Псевдованиль''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Азия|Азилэн но Австралия|Австралилэн сяськаё будос . Дуннеын тодмо ог 8 пӧртэм. Видъёс * '' Pseudovanilla affinis '' (J.J.Sm.) Garay - Ява * '' Pseudovanilla anomala '' (Ames &amp; L.O.Williams) Garay - Вити-Леву * '' Pseudovanilla foliata '' (F.Muell.) Garay - Выль Гвинея но Австралия
* '' Pseudovanilla gracilis '' (Schltr.) Garay - Выль Гвинея - Соломон * '' Pseudovanilla philippinensis '' (Ames) Garay - Лусон * '' Pseudovanilla ponapensis '' (Kaneh. &amp; Yamam.) Garay - Понпеи * '' Pseudovanilla ternatensis '' (J.J.Sm.) Garay - Тернате , Молукк * '' Pseudovanilla vanilloides '' (Schltr.) Garay - Выль Гвинея "	77	5	0	3	1	3	"bad"
"#перенаправление Псевдованиль "	2	0	0	0	0	0	"bad"
" '''Психилис''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Америка|Америкалэн сяськаё будос . Дуннеын тодмо ог 15 пӧртэм. Видъёс # '' Psychilis atropurpurea '' ( Willd. Sauleda (1988) # '' Psychilis bifida '' (Aubl.) Sauleda (1988) - especie tipo # '' Psychilis buchii '' (Cogn.) Sauleda (1988) # '' Psychilis cogniauxii '' ( L.O.Williams ) Sauleda (1988) # '' Psychilis correllii '' Sauleda (1988) # '' Psychilis dodii '' Sauleda (1988) # '' Psychilis domingensis '' ( Cogn. ) Sauleda (1988) # '' Psychilis kraenzlinii '' ( Bello ) Sauleda (1988) # '' Psychilis krugii '' (Bello) Sauleda (1988) # '' Psychilis macconnelliae '' Sauleda (1988) # '' Psychilis monensis '' Sauleda (1988) # '' Psychilis olivacea '' (Cogn.) Sauleda (1988) # '' Psychilis rubeniana '' Dod ex Sauleda (1988) # '' Psychilis truncata '' (Cogn.) Sauleda (1988) # '' Psychilis vernicosa '' (Dod) Sauleda (1988) "	109	5	0	1	0	0	"bad"
"#перенаправление Психилис "	2	0	0	0	0	0	"bad"
" '''Психопсис''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Америка|Америкалэн сяськаё будос . Дуннеын тодмо ог 4 пӧртэм. Видъёс # '' Psychopsis krameriana '' (Rchb. f.) H.G. Jones 1975. # '' Psychopsis papilio '' Lindley H.G.Jones 1975. # '' Psychopsis sanderae '' (Rolfe) Lückel &amp; Braem 1982. # '' Psychopsis versteegiana '' Pulle Rolando &amp; Christenson. "	45	5	0	1	0	0	"bad"
"#перенаправление Психопсис "	2	0	0	0	0	0	"bad"
" '''Птероглосса''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Америка|Америкалэн сяськаё будос . Дуннеын тодмо ог 11 пӧртэм. Видъёс # '' Pteroglossa euphlebia '' (Rchb.f.) Garay # '' Pteroglossa glazioviana '' (Cogn.) Garay # '' Pteroglossa hilariana '' (Cogn.) Garay # '' Pteroglossa lurida '' (M.N.Correa) Garay # '' Pteroglossa luteola '' Garay # '' Pteroglossa macrantha '' (Rchb.f.) Schltr. # '' Pteroglossa magnifica '' Szlach. # '' Pteroglossa regia '' (Kraenzl.) Schltr. # '' Pteroglossa rhombipetala '' Garay # '' Pteroglossa roseoalba '' (Rchb.f.) Salazar &amp; M.W.Chase # '' Pteroglossa travassosii '' (Rolfe) Salazar &amp; M.W.Chase "	72	5	0	1	0	0	"bad"
"#перенаправление Птероглосса "	2	0	0	0	0	0	"bad"
" '''Птеростилис''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Океания|Океанилэн сяськаё будос . Дуннеын тодмо ог 100 пӧртэм. Видъёс * '' Pterostylis acuminata ''
* '' Pterostylis agathicola ''
* '' Pterostylis alobula ''
* '' Pterostylis alpina ''
* '' Pterostylis alveata ''
* '' Pterostylis areolata ''
* '' Pterostylis auriculata ''
* '' Pterostylis australis ''
* '' Pterostylis banksii ''
** ''Pterostylis banksii'' var. ''banksii''
** ''Pterostylis banksii'' var. ''silvicultrix''
* '' Pterostylis baptistii ''
* '' Pterostylis barbata ''
* '' Pterostylis basaltica ''
* '' Pterostylis brumalis ''
* '' Pterostylis caulescens ''
* '' Pterostylis cardiostigma ''
* '' Pterostylis cernua ''
* '' Pterostylis coccina ''
* '' Pterostylis collina ''
* '' Pterostylis concinna ''
* '' Pterostylis cucullata ''
* '' Pterostylis curta ''
* '' Pterostylis cycnocphala ''
* '' Pterostylis despectans ''
* '' Pterostylis foliata ''
* '' Pterostylis gibbosa ''
* '' Pterostylis graminea ''
* '' Pterostylis grandiflora ''
* '' Pterostylis humilis ''
* '' Pterostylis irsoniana ''
* '' Pterostylis irwinii ''
* '' Pterostylis melagramma ''
* '' Pterostylis micromega ''
* '' Pterostylis montana ''
** ''Pterostylis montana'' var. ''montana''
** ''Pterostylis montana'' var. ''rubricaulis''
* '' Pterostylis mutica ''
* '' Pterostylis nana ''
* '' Pterostylis nutans ''
* '' Pterostylis oliveri ''
* '' Pterostylis ophioglossa ''
* '' Pterostylis papuana ''
* '' Pterostylis parviflora ''
* '' Pterostylis patens ''
* '' Pterostylis paludosa ''
* '' Pterostylis plumosa ''
* '' Pterostylis porrecta ''
* '' Pterostylis praetermissa ''
* '' Pterostylis puberula ''
* '' Pterostylis recurva ''
* '' Pterostylis reflexa ''
* '' Pterostylis revoluta ''
* '' Pterostylis rufa ''
* '' Pterostylis sanguinea ''
* '' Pterostylis saxicola ''
* '' Pterostylis stenochila ''
* '' Pterostylis tanypoda ''
* '' Pterostylis tasmanica ''
* '' Pterostylis tristis ''
* '' Pterostylis trullifolia ''
** ''Pterostylis trullifolia'' var. ''gracillis''
** ''Pterostylis trullifolia'' var. ''trullifolia''
* '' Pterostylis valida ''
* '' Pterostylis venosa ''
* '' Pterostylis woolsii '' "	226	5	0	1	0	0	"bad"
"#перенаправление Птеростилис "	2	0	0	0	0	0	"bad"
" '''Кекеттия''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Лымшор Америка|Америкалэн сяськаё будос . Дуннеын тодмо ог 4 пӧртэм. Видъёс # '' 'Quekettia jenmanii '' Rchb.f. (Гайана)
# '' Quekettia microscopica '' Lindl. (French Гайана, Гайана, Суринам, Венесуэла, NE Бразилия) # '' Quekettia papillosa '' Garay (Суринам, Бразилия)
# '' Quekettia vermeuleniana '' Determann (Суринам) "	44	8	0	1	0	0	"bad"
"#перенаправление Кекеттия "	2	0	0	0	0	0	"bad"
"'''Кискея''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Америка|Америкалэн сяськаё будос . Дуннеын тодмо ог 4 пӧртэм. Видъёс # '' Quisqueya ekmanii ''
# '' Quisqueya fuertesii ''
# '' Quisqueya holdridgei ''
# '' Quisqueya karstii '' "	28	5	0	1	0	0	"bad"
"#перенаправление Кискея "	2	0	0	0	0	0	"bad"
" '''Ренантера''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Азия|Азилэн сяськаё будос . Дуннеын тодмо ог 15 пӧртэм. Видъёс # '' Renanthera annamensis ''
# '' Renanthera auyongii ''
# '' Renanthera bella ''
# '' Renanthera citrina ''
# '' Renanthera coccinea ''
# '' Renanthera edefeldtii ''
# '' Renanthera elongata ''
# '' Renanthera histrionica ''
# '' Renanthera imschootiana ''
# '' Renanthera matutina ''
# '' Renanthera monachica ''
# '' Renanthera philippinensis ''
# '' Renanthera pulchella ''
# '' Renanthera storiei ''
# '' Renanthera vietnamensis '' "	61	5	0	1	0	0	"bad"
"#перенаправление Ренантера "	2	0	0	0	0	0	"bad"
" '''Рестрепия''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Шор но Лымшор Америка|Америкалэн сяськаё будос . Дуннеын тодмо ог 49 пӧртэм. Видъёс # '' Restrepia aberrans '' (Панама).
# '' Restrepia antennifera '' (W. Лымшор Америка to NW. Венесуэла). # '' Restrepia aristulifera '' (Венесуэла).
# '' Restrepia aspasicensium '' (Колумбия to NW. Венесуэла).
# '' Restrepia brachypus '' (W. Лымшор Америка to Венесуэла).
# '' Restrepia chameleon '' (Колумбия).
# '' Restrepia chocoensis '' (Колумбия).
# '' Restrepia chrysoglossa '' (Колумбия).
# '' Restrepia citrina '' (Колумбия).
# '' Restrepia cloesii '' (Перу).
# '' Restrepia condorensis '' (SE. Эквадор).
# '' Restrepia contorta '' (W. Лымшор Америка).
# '' Restrepia cuprea '' (Колумбия).
# '' Restrepia cymbula '' (Эквадор).
# '' Restrepia dodsonii '' (Эквадор).
# '' Restrepia echinata '' (E. Колумбия to Перу).
# '' Restrepia echo '' (Колумбия).
# '' Restrepia elegans '' (Колумбия to NW. Венесуэла).
# '' Restrepia ephippium '' (Эквадор).
# '' Restrepia escobariana '' (Колумбия).
# '' Restrepia falkenbergii '' (Колумбия).
# '' Restrepia flosculata '' Колумбия'' to NW. Эквадор).
# '' Restrepia guttulata '' (Венесуэла to Эквадор).
# '' Restrepia iris '' (SE. Эквадор).
# '' Restrepia jesupiana '' (Венесуэла).
# '' Restrepia lansbergii '' (NW. Венесуэла to NC. Перу).
# '' Restrepia limbata '' (Колумбия).
# '' Restrepia mendozae '' (SE. Эквадор).
# '' Restrepia metae '' (Колумбия). # '' Restrepia mohrii '' (Перу). # '' Restrepia muscifera '' (S. Мексика to Эквадор).
# '' Restrepia nittiorhyncha '' (Колумбия).
# '' Restrepia pandurata '' (Колумбия).
# '' Restrepia pelyx '' (Колумбия).
# '' Restrepia piperitosa '' (Перу).
# '' Restrepia portillae '' (Эквадор).
# '' Restrepia purpurea '' (Колумбия).
# '' Restrepia radulifera '' (Венесуэла).
# '' Restrepia renzii '' (Венесуэла).
# '' Restrepia roseola '' (Венесуэла).
# '' Restrepia sanguinea '' (Колумбия).
# '' Restrepia schizosepala '' (NE. Эквадор).
# '' Restrepia seketii '' (Колумбия).
# '' Restrepia tabeae '' (Колумбия).
# '' Restrepia teaguei '' (Эквадор).
# '' Restrepia tentaculata '' - now synonym of '' Lindleyalis tentaculata '' (Poepp. &amp; Endl.) Luer 2004
# '' Restrepia trichoglossa '' (Мексика - Chiapas to Эквадор) # '' Restrepia tsubotae '' (Колумбия).
# '' Restrepia vasquezii '' (Bolivia).
# '' Restrepia wageneri '' (NW. Венесуэла). "	269	47	0	2	1	5	"bad"
"#перенаправление Рестрепия "	2	0	0	0	0	0	"bad"
" '''Рестрепиелла''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Америка|Америкалэн (Мексика - Коста-Рика) сяськаё будос . Дуннеын тодмо ог 1 пӧртэм. "	17	5	0	1	0	0	"bad"
"#перенаправление Рестрепиелла "	2	0	0	0	0	0	"bad"
" '''Ризантелла''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Австралия|Австралилэн сяськаё будос . Дуннеын тодмо ог 3 пӧртэм. Видъёс * '' Rhizanthella gardneri '' R. S. Rogers * '' Rhizanthella omissa '' D.L.Jones &amp; M.A.Clem. * '' Rhizanthella slateri '' (Rupp) M.A.Clem. &amp; P.J.Cribb "	35	5	0	1	0	0	"bad"
"#перенаправление Ризантелла "	2	0	0	0	0	0	"bad"
" '''Ринхолелия''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Шор Америка|Америкалэн (Мексика, Гватемала, Белиз но Гондурас ) сяськаё будос . Дуннеын тодмо ог 2 пӧртэм. Видъёс * '' Rhyncholaelia digbyana '' (Lindl.) Schltr. * '' Rhyncholaelia glauca '' (Lindl.) Schltr. "	32	5	0	2	1	0	"bad"
"#перенаправление Ринхолелия "	2	0	0	0	0	0	"bad"
"'''Ринхофреатия''' ( ) – Орхидной будосъёс (Orchidaceae) семьяысь Азия|Азилэн но Океания|Океанилэн сяськаё будос . Дуннеын тодмо ог 10 пӧртэм. Видъёс # '' Rhynchophreatia angustifolia ''
# '' Rhynchophreatia carolinensis ''
# '' Rhynchophreatia gautierensis ''
# '' Rhynchophreatia mamberamensis ''
# '' Rhynchophreatia micrantha '' # '' Rhynchophreatia pacifica ''
# '' Rhynchophreatia palawensis ''
# '' Rhynchophreatia phreatioides ''
# '' Rhynchophreatia sphaerocarpa ''
# '' Rhynchophreatia wariana '' "	48	5	0	2	0	0	"bad"
