"Article"	"Len"	"BadFreqs"	"Len2"	"Len3"	"Len4"	"Class" 
"'''Кодоносифон''' ( ) — Орхидея тъналста панчф касыкссь. 3 калопне (вид). Васьфневихть Сулавесиса ди Од Гвинейса. Видне # '' Codonosiphon campanulatum ''
# '' Codonosiphon codonanthum ''
# '' Codonosiphon papuanum '' "	25	6	2	1	0	"bad"
"#REDIRECT Коелие "	2	0	0	0	0	"bad"
" '''Коелие''' ( ) — Орхидея тъналста панчф касыкссь. 5 калопне (вид). Васьфневихть Central Америкса. Видне #'' Coelia bella '' (Lem.) Rchb.f. in W.G.Walpers (1861) #'' Coelia densiflora '' Rolfe (1906) #'' Coelia guatemalensis '' Rchb.f. (1861) #'' Coelia macrostachya '' Lindl. (1842) #'' Coelia triptera '' (Sm.) G. Don ex Steud. (1840) "	46	6	0	1	0	"bad"
"#REDIRECT Коелиопсис "	2	0	0	0	0	"bad"
" '''Коелиопсис''' ( ) — Орхидея тъналста панчф касыкссь. 1 калопне (вид). Васьфневихть Central Америкса. "	13	6	0	1	0	"bad"
"#REDIRECT Коелоглоссум "	2	0	0	0	0	"bad"
" '''Коелоглоссум''' ( ) — Орхидея тъналста панчф касыкссь. 1 калопне (вид). Васьфневихть Европаса ди Америкса. "	14	6	1	1	0	"bad"
" '''Целогина''' ( ) — Орхидея тъналста панчф касыкссь. 200 калопне (вид). Васьфневихть Азиеса ди Океаниеса. Видне "	15	6	1	1	0	"bad"
"#REDIRECT Целогина "	2	0	0	0	0	"bad"
"#REDIRECT Коилохилус "	2	0	0	0	0	"bad"
"'''Коилохилус''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Коилостилис "	2	0	0	0	0	"bad"
" '''Коилостилис''' ( ) — Орхидея тъналста панчф касыкссь. 7 калопне (вид). Васьфневихть Америкса. Йишвлӓ # '' Coilostylis ciliare '' (син: ''Epidendrum ciliare'')
# '' Coilostylis claviata '' (син: ''Epidendrum purpurascens'' ) Коста-Рика # '' Coilostylis cuspidata '' (син: ''Epidendrum cuspidatum'' )
# '' Coilostylis falcata '' (син: ''Epidendrum falcatum'' ) Мексика # '' Coilostylis lacertina '' (син: ''Epidendrum lacertinum'')
# '' Coilostylis oerstedii '' (син: ''Epidendrum oerstedii'') Коста-Рика ди Панама # '' Coilostylis parkinsoniana '' (син: ''Epidendrum parkinsonianum'') "	60	6	1	8	0	"bad"
"#REDIRECT Коллабиум "	2	0	0	0	0	"bad"
"'''Коллабиум''' ( ) — Орхидея тъналста панчф касыкссь. "	7	4	0	0	0	"bad"
"#REDIRECT Плевроталлис "	2	0	0	0	0	"bad"
